PositionLon,PositionLat,RoadID,RoadName,BIGVOLUME,BIGSPEED,CARVOLUME,CARSPEED,MOTORVOLUME,MOTORSPEED,AVGSPEED,FREESPD,InfoTime,InfoData
121.55978,25.08495,600091A,內湖路一段,0.0,0.0,8.0,25.0,0.0,0.0,25.0,7.0,2020-01-14 18:17:00,2020-01-14
121.53746,25.03049,600306A,建國南路二段,0.0,0.0,2.0,48.0,4.0,58.0,54.0,2.0,2020-01-14 23:36:00,2020-01-14
121.58754,25.06057,200090,環東大道,0.0,0.0,13.0,67.0,0.0,0.0,67.0,12.0,2020-01-14 12:31:00,2020-01-14
121.57082,25.05147,200090,環東大道,0.0,0.0,33.0,44.0,0.0,0.0,44.0,13.0,2020-01-14 08:40:00,2020-01-14
121.51533,25.02814,600827A,重慶南路三段,0.0,0.0,2.0,55.0,1.0,61.0,57.0,1.0,2020-01-14 00:32:00,2020-01-14
121.57951,25.01701,200030,信義快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 02:28:00,2020-01-14
121.5403,24.99852,600672A,羅斯福路五段,0.0,0.0,10.0,22.0,0.0,0.0,22.0,12.0,2020-01-14 18:22:00,2020-01-14
121.60589,25.05902,200090,環東大道,0.0,0.0,17.0,79.0,0.0,0.0,79.0,13.0,2020-01-14 16:53:00,2020-01-14
121.511,25.02959,600154A,和平西路二段,0.0,0.0,0.0,0.0,1.0,42.0,42.0,1.0,2020-01-14 09:20:00,2020-01-14
121.5433,25.02346,600322A,復興南路二段,0.0,0.0,3.0,56.0,0.0,0.0,56.0,1.0,2020-01-14 12:07:00,2020-01-14
121.53327,25.0181,600428A,新生南路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 07:17:00,2020-01-14
121.53619,25.01139,600922A,福和橋,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 09:17:00,2020-01-14
121.49294,25.01907,200010,水源快速道路,0.0,0.0,4.0,74.0,0.0,0.0,74.0,2.0,2020-01-14 17:48:00,2020-01-14
121.55964,25.06261,600530A,民權東路四段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 01:02:00,2020-01-14
121.54251,25.01582,600172A,基隆路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 12:14:00,2020-01-14
121.5316,25.052,600119A,南京東路二段,0.0,0.0,6.0,50.0,0.0,0.0,50.0,3.0,2020-01-14 11:41:00,2020-01-14
121.59718,25.05194,600272A,市民大道八段,5.0,25.0,12.0,34.0,0.0,0.0,32.0,22.0,2020-01-14 08:37:00,2020-01-14
121.52201,25.05778,600542A,民生西路,1.0,38.0,6.0,37.0,0.0,0.0,37.0,8.0,2020-01-14 21:04:00,2020-01-14
121.53923,25.01348,600173A,基隆路四段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:32:00,2020-01-14
121.57307,25.07292,600721A,舊宗路二段,0.0,0.0,2.0,21.0,0.0,0.0,21.0,45.0,2020-01-14 13:29:00,2020-01-14
121.5316,25.05207,600119A,南京東路二段,4.0,52.0,0.0,0.0,0.0,0.0,52.0,6.0,2020-01-14 17:40:00,2020-01-14
121.51743,25.05234,600371A,承德路一段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 09:17:00,2020-01-14
121.57417,25.04931,600270A,市民大道六段,0.0,0.0,3.0,61.0,0.0,0.0,61.0,1.0,2020-01-14 19:20:00,2020-01-14
121.53569,25.03824,600061A,仁愛路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 05:22:00,2020-01-14
121.57624,25.02458,200030,信義快速道路,0.0,0.0,9.0,65.0,0.0,0.0,65.0,3.0,2020-01-14 17:20:00,2020-01-14
121.53255,25.02191,600794A,辛亥路一段,0.0,0.0,2.0,57.0,0.0,0.0,57.0,1.0,2020-01-14 06:31:00,2020-01-14
121.58307,25.06877,600532A,民權東路六段,0.0,0.0,7.0,51.0,0.0,0.0,51.0,4.0,2020-01-14 21:04:00,2020-01-14
121.57648,25.02205,200030,信義快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:26:00,2020-01-14
121.5403,24.99852,600672A,羅斯福路五段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:39:00,2020-01-14
121.57307,25.07292,600721A,舊宗路二段,0.0,0.0,3.0,14.0,0.0,0.0,14.0,1.0,2020-01-14 18:39:00,2020-01-14
121.52383,25.04208,600590A,濟南路一段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 02:53:00,2020-01-14
121.60186,25.05355,600133A,南港路二段,0.0,0.0,6.0,53.0,7.0,48.0,50.0,7.0,2020-01-14 16:07:00,2020-01-14
121.60714,25.08092,600368A,成功路五段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 01:15:00,2020-01-14
121.5739,24.99044,600409A,新光路一段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 13:56:00,2020-01-14
121.56978,25.05073,600170A,基隆路一段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 15:59:00,2020-01-14
121.53539,25.00358,200010,水源快速道路,2.0,68.0,14.0,56.0,0.0,0.0,57.0,11.0,2020-01-14 16:04:00,2020-01-14
121.5182,25.10514,600405A,文林北路,0.0,0.0,1.0,46.0,0.0,0.0,46.0,1.0,2020-01-14 20:49:00,2020-01-14
121.55138,25.04452,200020,市民大道高架道路,0.0,0.0,4.0,74.0,0.0,0.0,74.0,3.0,2020-01-14 01:07:00,2020-01-14
121.53189,25.11382,600347A,忠誠路二段,0.0,0.0,6.0,40.0,0.0,0.0,40.0,4.0,2020-01-14 10:02:00,2020-01-14
121.54647,25.04141,600336A,忠孝東路四段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 20:00:00,2020-01-14
121.53467,25.02488,600428A,新生南路三段,0.0,0.0,2.0,46.0,0.0,0.0,46.0,1.0,2020-01-14 19:49:00,2020-01-14
121.505,25.08541,600043A,中正路,0.0,0.0,3.0,41.0,0.0,0.0,41.0,2.0,2020-01-14 05:06:00,2020-01-14
121.49411,25.01713,200010,水源快速道路,0.0,0.0,2.0,45.0,0.0,0.0,45.0,2.0,2020-01-14 08:54:00,2020-01-14
121.55778,25.04898,600083A,光復北路,0.0,0.0,5.0,48.0,0.0,0.0,48.0,4.0,2020-01-14 08:33:00,2020-01-14
121.61079,25.06504,600909A,南湖大橋,1.0,38.0,4.0,30.0,3.0,48.0,37.0,4.0,2020-01-14 10:42:00,2020-01-14
121.55099,25.08179,600436A,明水路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 23:33:00,2020-01-14
121.51272,25.05693,600542A,民生西路,0.0,0.0,9.0,35.0,0.0,0.0,35.0,10.0,2020-01-14 23:51:00,2020-01-14
121.53469,25.01061,600559A,汀州路三段,0.0,0.0,1.0,51.0,0.0,0.0,51.0,1.0,2020-01-14 00:20:00,2020-01-14
121.52852,25.07798,600112A,北安路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 02:34:00,2020-01-14
121.54846,25.03979,600392A,敦化南路一段,0.0,0.0,9.0,50.0,0.0,0.0,50.0,7.0,2020-01-14 19:13:00,2020-01-14
121.52276,25.08181,600374A,承德路四段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:49:00,2020-01-14
121.51461,25.0492,200020,市民大道高架道路,0.0,0.0,14.0,67.0,0.0,0.0,67.0,12.0,2020-01-14 09:26:00,2020-01-14
121.51209,25.04998,600817A,鄭州路,0.0,0.0,1.0,4.0,1.0,7.0,5.0,3.0,2020-01-14 09:10:00,2020-01-14
121.56442,25.07964,600168A,基湖路,0.0,0.0,2.0,54.0,0.0,0.0,54.0,2.0,2020-01-14 06:46:00,2020-01-14
121.52544,25.05316,600498A,林森北路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 09:15:00,2020-01-14
121.5182,25.10514,600405A,文林北路,0.0,0.0,1.0,38.0,3.0,40.0,26.0,3.0,2020-01-14 08:23:00,2020-01-14
121.49146,25.02507,600900A,光復橋,0.0,0.0,6.0,41.0,0.0,0.0,41.0,11.0,2020-01-14 16:07:00,2020-01-14
121.5117,25.05004,200020,市民大道高架道路,0.0,0.0,16.0,74.0,1.0,60.0,73.0,13.0,2020-01-14 00:53:00,2020-01-14
121.5131,25.06202,600822A,重慶北路二段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 12:45:00,2020-01-14
121.55899,25.03762,600062A,仁愛路四段,0.0,0.0,3.0,50.0,0.0,0.0,50.0,2.0,2020-01-14 18:29:00,2020-01-14
121.54856,25.03083,600393A,敦化南路二段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 06:40:00,2020-01-14
121.51474,25.02378,200010,水源快速道路,0.0,0.0,1.0,86.0,0.0,0.0,86.0,1.0,2020-01-14 23:28:00,2020-01-14
121.49569,25.01638,200100,環河快速道路,0.0,0.0,12.0,67.0,0.0,0.0,67.0,5.0,2020-01-14 16:00:00,2020-01-14
121.52944,25.0683,600523A,民族東路,1.0,62.0,0.0,0.0,0.0,0.0,62.0,1.0,2020-01-14 23:14:00,2020-01-14
121.52435,25.07938,600029A,中山北路四段,0.0,0.0,25.0,59.0,0.0,0.0,59.0,10.0,2020-01-14 09:51:00,2020-01-14
121.55393,25.03784,600062A,仁愛路四段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 00:12:00,2020-01-14
121.56608,25.041,600337A,忠孝東路五段,1.0,51.0,0.0,0.0,0.0,0.0,51.0,2.0,2020-01-14 10:56:00,2020-01-14
121.53652,25.0558,600303A,建國北路二段,0.0,0.0,3.0,39.0,0.0,0.0,39.0,4.0,2020-01-14 23:28:00,2020-01-14
121.49953,25.0922,600296A,延平北路六段,0.0,0.0,1.0,58.0,0.0,0.0,58.0,0.0,2020-01-14 02:16:00,2020-01-14
121.49888,25.10216,200050,洲美快速道路,0.0,0.0,3.0,64.0,0.0,0.0,64.0,3.0,2020-01-14 21:15:00,2020-01-14
121.61079,25.06504,600909A,南湖大橋,2.0,44.0,2.0,56.0,1.0,68.0,53.0,2.0,2020-01-14 11:35:00,2020-01-14
121.51807,25.05568,600372A,承德路二段,2.0,48.0,2.0,68.0,0.0,0.0,58.0,4.0,2020-01-14 19:31:00,2020-01-14
121.55778,25.04898,600083A,光復北路,1.0,59.0,0.0,0.0,0.0,0.0,59.0,1.0,2020-01-14 03:27:00,2020-01-14
121.505,25.08541,600043A,中正路,0.0,0.0,13.0,30.0,0.0,0.0,30.0,11.0,2020-01-14 08:17:00,2020-01-14
121.53649,25.04844,200040,建國南北快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:40:00,2020-01-14
121.50869,25.06375,200100,環河快速道路,0.0,0.0,1.0,10.0,0.0,0.0,10.0,88.0,2020-01-14 14:17:00,2020-01-14
121.52674,25.0915,600406A,文林路,0.0,0.0,2.0,33.0,2.0,33.0,33.0,3.0,2020-01-14 18:58:00,2020-01-14
121.53128,25.05472,600848A,長春路,0.0,0.0,1.0,34.0,0.0,0.0,34.0,1.0,2020-01-14 20:30:00,2020-01-14
121.56022,25.03288,600078A,信義路五段,0.0,0.0,2.0,51.0,0.0,0.0,51.0,1.0,2020-01-14 05:17:00,2020-01-14
121.53647,25.05177,200040,建國南北快速道路,1.0,94.0,0.0,0.0,0.0,0.0,94.0,1.0,2020-01-14 01:27:00,2020-01-14
121.53322,25.06844,200040,建國南北快速道路,0.0,0.0,2.0,60.0,0.0,0.0,60.0,1.0,2020-01-14 00:42:00,2020-01-14
121.51268,25.03384,600826A,重慶南路二段,0.0,0.0,2.0,47.0,1.0,47.0,47.0,2.0,2020-01-14 21:59:00,2020-01-14
121.60204,25.05848,200090,環東大道,0.0,0.0,1.0,114.0,0.0,0.0,114.0,1.0,2020-01-14 02:29:00,2020-01-14
121.51449,25.04671,600342A,忠孝西路一段,0.0,0.0,1.0,82.0,0.0,0.0,82.0,0.0,2020-01-14 02:57:00,2020-01-14
121.52266,25.05534,600027A,中山北路二段,0.0,0.0,1.0,73.0,0.0,0.0,73.0,0.0,2020-01-14 03:37:00,2020-01-14
121.511,25.05391,600124A,南京西路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:23:00,2020-01-14
121.55899,25.03762,600062A,仁愛路四段,3.0,53.0,0.0,0.0,0.0,0.0,53.0,4.0,2020-01-14 18:17:00,2020-01-14
121.52886,25.04906,200080,新生高架道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:48:00,2020-01-14
121.55744,25.02906,600171A,基隆路二段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:30:00,2020-01-14
121.56541,25.03775,600492A,松智路,0.0,0.0,2.0,42.0,0.0,0.0,42.0,1.0,2020-01-14 19:23:00,2020-01-14
121.5359,24.99858,200010,水源快速道路,0.0,0.0,11.0,61.0,0.0,0.0,61.0,12.0,2020-01-14 19:20:00,2020-01-14
121.52615,25.04726,200020,市民大道高架道路,0.0,0.0,21.0,70.0,0.0,0.0,70.0,19.0,2020-01-14 15:57:00,2020-01-14
121.51944,25.0577,600542A,民生西路,1.0,41.0,11.0,45.0,0.0,0.0,44.0,11.0,2020-01-14 22:29:00,2020-01-14
121.51509,25.04663,600343A,忠孝西路二段,0.0,0.0,1.0,54.0,0.0,0.0,54.0,0.0,2020-01-14 01:45:00,2020-01-14
121.51769,25.09025,600374A,承德路四段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 01:29:00,2020-01-14
121.5063,25.04796,600432A,昆明街,0.0,0.0,3.0,28.0,1.0,16.0,25.0,1.0,2020-01-14 14:23:00,2020-01-14
121.54173,25.05808,600539A,民生東路三段,0.0,0.0,4.0,44.0,0.0,0.0,44.0,4.0,2020-01-14 20:46:00,2020-01-14
121.55099,25.08179,600436A,明水路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 07:22:00,2020-01-14
121.57857,25.01618,200030,信義快速道路,6.0,68.0,1.0,74.0,0.0,0.0,68.0,7.0,2020-01-14 09:18:00,2020-01-14
121.57857,25.01618,200030,信義快速道路,0.0,0.0,7.0,106.0,0.0,0.0,106.0,2.0,2020-01-14 23:01:00,2020-01-14
121.53483,25.02437,600428A,新生南路三段,0.0,0.0,2.0,70.0,0.0,0.0,70.0,0.0,2020-01-14 23:47:00,2020-01-14
121.54447,25.07721,600890A,大直橋,0.0,0.0,5.0,58.0,0.0,0.0,58.0,5.0,2020-01-14 19:22:00,2020-01-14
121.519,25.07361,600373A,承德路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 12:36:00,2020-01-14
121.53064,25.04622,200080,新生高架道路,0.0,0.0,8.0,50.0,0.0,0.0,50.0,4.0,2020-01-14 21:49:00,2020-01-14
121.48922,25.02932,200100,環河快速道路,0.0,0.0,8.0,50.0,0.0,0.0,44.0,8.0,2020-01-14 08:39:00,2020-01-14
121.51474,25.02378,200010,水源快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:42:00,2020-01-14
121.53064,25.046,200080,新生高架道路,2.0,9.0,0.0,0.0,0.0,0.0,5.0,97.0,2020-01-14 11:46:00,2020-01-14
121.519,25.07361,600373A,承德路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:33:00,2020-01-14
121.57077,25.07678,200070,堤頂大道,2.0,52.0,11.0,53.0,9.0,58.0,54.0,8.0,2020-01-14 09:11:00,2020-01-14
121.52745,25.04359,600334A,忠孝東路二段,2.0,20.0,3.0,28.0,0.0,0.0,24.0,2.0,2020-01-14 17:18:00,2020-01-14
121.54955,25.01638,600796A,辛亥路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 10:39:00,2020-01-14
121.54303,25.04469,200020,市民大道高架道路,0.0,0.0,3.0,85.0,0.0,0.0,85.0,2.0,2020-01-14 02:51:00,2020-01-14
121.55964,25.06261,600530A,民權東路四段,0.0,0.0,1.0,25.0,0.0,0.0,25.0,1.0,2020-01-14 06:02:00,2020-01-14
121.57309,25.0725,200070,堤頂大道,0.0,0.0,5.0,52.0,5.0,50.0,51.0,3.0,2020-01-14 07:30:00,2020-01-14
121.52383,25.04208,600590A,濟南路一段,0.0,0.0,7.0,44.0,0.0,0.0,44.0,6.0,2020-01-14 14:06:00,2020-01-14
121.56739,25.04624,200090,環東大道,0.0,0.0,7.0,61.0,0.0,0.0,61.0,7.0,2020-01-14 19:18:00,2020-01-14
121.52341,25.05823,600537A,民生東路一段,8.0,46.0,4.0,48.0,0.0,0.0,47.0,18.0,2020-01-14 12:10:00,2020-01-14
121.55447,25.0604,600083A,光復北路,0.0,0.0,2.0,51.0,0.0,0.0,51.0,1.0,2020-01-14 04:44:00,2020-01-14
121.5131,25.06202,600822A,重慶北路二段,0.0,0.0,9.0,18.0,0.0,0.0,18.0,39.0,2020-01-14 08:51:00,2020-01-14
121.53705,25.05241,200040,建國南北快速道路,0.0,0.0,13.0,35.0,0.0,0.0,35.0,10.0,2020-01-14 08:57:00,2020-01-14
121.52204,25.05116,600026A,中山北路一段,0.0,0.0,3.0,44.0,0.0,0.0,52.0,2.0,2020-01-14 09:36:00,2020-01-14
121.5684,25.03905,600496A,松高路,0.0,0.0,1.0,40.0,0.0,0.0,40.0,0.0,2020-01-14 23:54:00,2020-01-14
121.53649,25.04844,200040,建國南北快速道路,0.0,0.0,4.0,54.0,0.0,0.0,54.0,4.0,2020-01-14 09:46:00,2020-01-14
121.55099,25.08179,600436A,明水路,0.0,0.0,1.0,48.0,0.0,0.0,48.0,1.0,2020-01-14 10:51:00,2020-01-14
121.53825,25.03732,200040,建國南北快速道路,0.0,0.0,6.0,70.0,0.0,0.0,70.0,3.0,2020-01-14 12:29:00,2020-01-14
121.51332,25.11445,600623A,石牌路一段,1.0,43.0,0.0,0.0,0.0,0.0,43.0,1.0,2020-01-14 02:28:00,2020-01-14
121.5251,25.08234,600030A,中山北路五段,0.0,0.0,15.0,56.0,0.0,0.0,56.0,6.0,2020-01-14 15:40:00,2020-01-14
121.59718,25.05194,600272A,市民大道八段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 03:44:00,2020-01-14
121.4916,25.02288,200010,水源快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:43:00,2020-01-14
121.54251,25.01582,600172A,基隆路三段,1.0,59.0,0.0,0.0,0.0,0.0,59.0,1.0,2020-01-14 23:38:00,2020-01-14
121.50652,25.05072,200100,環河快速道路,1.0,52.0,15.0,62.0,0.0,0.0,61.0,7.0,2020-01-14 13:27:00,2020-01-14
121.54845,25.04349,600392A,敦化南路一段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 01:12:00,2020-01-14
121.59214,25.04993,600339A,忠孝東路六段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:48:00,2020-01-14
121.49588,25.039,200100,環河快速道路,0.0,0.0,6.0,74.0,0.0,0.0,74.0,5.0,2020-01-14 06:16:00,2020-01-14
121.5684,25.03905,600496A,松高路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 05:25:00,2020-01-14
121.575,25.06934,00001A,國道1號汐止五股高架道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 23:51:00,2020-01-14
121.55559,25.08488,600112A,北安路,0.0,0.0,11.0,53.0,0.0,0.0,53.0,10.0,2020-01-14 17:37:00,2020-01-14
121.56861,25.0614,600178A,塔悠路,0.0,0.0,2.0,56.0,0.0,0.0,56.0,0.0,2020-01-14 15:54:00,2020-01-14
121.53763,25.03566,600305A,建國南路一段,1.0,47.0,7.0,47.0,2.0,53.0,48.0,6.0,2020-01-14 14:47:00,2020-01-14
121.57648,25.02205,200030,信義快速道路,1.0,61.0,6.0,61.0,0.0,0.0,61.0,2.0,2020-01-14 12:24:00,2020-01-14
121.50747,25.05447,200100,環河快速道路,0.0,0.0,1.0,69.0,0.0,0.0,69.0,0.0,2020-01-14 01:45:00,2020-01-14
121.52537,25.08244,600030A,中山北路五段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 07:39:00,2020-01-14
121.53935,25.02522,600150A,和平東路二段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 14:28:00,2020-01-14
121.51509,25.04663,600343A,忠孝西路二段,0.0,0.0,3.0,28.0,0.0,0.0,28.0,1.0,2020-01-14 06:13:00,2020-01-14
121.51313,25.04281,600825A,重慶南路一段,0.0,0.0,2.0,42.0,1.0,74.0,52.0,2.0,2020-01-14 06:02:00,2020-01-14
121.57427,25.05334,200090,環東大道,0.0,0.0,1.0,73.0,0.0,0.0,73.0,1.0,2020-01-14 04:56:00,2020-01-14
121.53341,25.04447,600095A,八德路二段,0.0,0.0,2.0,50.0,0.0,0.0,50.0,1.0,2020-01-14 01:13:00,2020-01-14
121.51807,25.05568,600372A,承德路二段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 19:20:00,2020-01-14
121.50739,25.08266,200100,環河快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 01:04:00,2020-01-14
121.56642,25.07817,200070,堤頂大道,0.0,0.0,2.0,61.0,0.0,0.0,61.0,1.0,2020-01-14 13:49:00,2020-01-14
121.5323,25.0603,600493A,松江路,0.0,0.0,2.0,55.0,0.0,0.0,55.0,1.0,2020-01-14 03:23:00,2020-01-14
121.56444,25.03919,600496A,松高路,0.0,0.0,1.0,34.0,0.0,0.0,34.0,1.0,2020-01-14 00:17:00,2020-01-14
121.54937,25.05963,600389A,敦化北路,0.0,0.0,2.0,45.0,0.0,0.0,45.0,0.0,2020-01-14 16:20:00,2020-01-14
121.56055,25.03369,600170A,基隆路一段,0.0,0.0,2.0,3.0,0.0,0.0,3.0,17.0,2020-01-14 15:02:00,2020-01-14
121.55393,25.03784,600062A,仁愛路四段,1.0,32.0,1.0,33.0,0.0,0.0,32.0,2.0,2020-01-14 07:29:00,2020-01-14
121.5063,25.04796,600432A,昆明街,0.0,0.0,5.0,33.0,0.0,0.0,33.0,7.0,2020-01-14 01:12:00,2020-01-14
121.5143,25.03132,600826A,重慶南路二段,3.0,47.0,4.0,50.0,10.0,48.0,48.0,7.0,2020-01-14 17:03:00,2020-01-14
121.55099,25.08179,600436A,明水路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:46:00,2020-01-14
121.5665,25.0328,600078A,信義路五段,0.0,0.0,4.0,54.0,0.0,0.0,54.0,1.0,2020-01-14 22:44:00,2020-01-14
121.56018,25.04523,200020,市民大道高架道路,0.0,0.0,12.0,89.0,0.0,0.0,89.0,8.0,2020-01-14 00:36:00,2020-01-14
121.52987,25.06451,600141A,吉林路,1.0,30.0,3.0,34.0,0.0,0.0,33.0,5.0,2020-01-14 11:00:00,2020-01-14
121.51346,25.08034,600824A,重慶北路四段,0.0,0.0,1.0,48.0,0.0,0.0,48.0,1.0,2020-01-14 12:06:00,2020-01-14
121.58307,25.06877,600532A,民權東路六段,2.0,45.0,8.0,52.0,0.0,0.0,50.0,8.0,2020-01-14 12:48:00,2020-01-14
121.4916,25.02288,200010,水源快速道路,2.0,48.0,2.0,63.0,0.0,0.0,55.0,3.0,2020-01-14 11:49:00,2020-01-14
121.51367,25.06524,600823A,重慶北路三段,0.0,0.0,2.0,53.0,0.0,0.0,53.0,2.0,2020-01-14 22:48:00,2020-01-14
121.55447,25.0604,600083A,光復北路,0.0,0.0,5.0,45.0,0.0,0.0,45.0,3.0,2020-01-14 10:16:00,2020-01-14
121.53402,25.02927,600427A,新生南路二段,6.0,40.0,11.0,40.0,0.0,0.0,40.0,22.0,2020-01-14 08:31:00,2020-01-14
121.57658,24.98746,600379A,指南路二段,2.0,33.0,6.0,33.0,0.0,0.0,33.0,9.0,2020-01-14 09:12:00,2020-01-14
121.49947,25.04199,200100,環河快速道路,0.0,0.0,3.0,56.0,0.0,0.0,56.0,1.0,2020-01-14 14:15:00,2020-01-14
121.49754,25.09666,200050,洲美快速道路,1.0,61.0,5.0,62.0,0.0,0.0,62.0,2.0,2020-01-14 16:48:00,2020-01-14
121.50786,25.05507,200100,環河快速道路,0.0,0.0,13.0,57.0,0.0,0.0,57.0,14.0,2020-01-14 20:20:00,2020-01-14
121.50786,25.05507,200100,環河快速道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 06:10:00,2020-01-14
121.52304,25.04798,200020,市民大道高架道路,0.0,0.0,6.0,73.0,0.0,0.0,73.0,4.0,2020-01-14 22:42:00,2020-01-14
121.53291,25.05091,600493A,松江路,0.0,0.0,2.0,40.0,0.0,0.0,40.0,1.0,2020-01-14 23:53:00,2020-01-14
121.52449,25.1048,600031A,中山北路六段,0.0,0.0,10.0,13.0,0.0,0.0,13.0,86.0,2020-01-14 10:22:00,2020-01-14
121.53467,25.02488,600428A,新生南路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 06:51:00,2020-01-14
121.52276,25.0682,600028A,中山北路三段,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 15:14:00,2020-01-14
121.5662,25.04546,200020,市民大道高架道路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-01-14 04:56:00,2020-01-14
121.58008,25.07854,600402A,文德路,0.0,0.0,2.0,41.0,0.0,0.0,41.0,1.0,2020-01-14 16:34:00,2020-01-14
121.57731,25.0627,600720A,舊宗路一段,2.0,41.0,0.0,0.0,0.0,0.0,41.0,4.0,2020-01-14 06:57:00,2020-01-14
121.53467,25.02488,600428A,新生南路三段,0.0,0.0,14.0,47.0,0.0,0.0,47.0,8.0,2020-01-14 19:25:00,2020-01-14
121.51367,25.06524,600823A,重慶北路三段,0.0,0.0,2.0,9.0,1.0,7.0,8.0,82.0,2020-01-14 17:31:00,2020-01-14
121.54889,25.05333,600389A,敦化北路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 15:54:00,2020-01-14
121.5433,25.02346,600322A,復興南路二段,1.0,51.0,2.0,58.0,0.0,0.0,55.0,2.0,2020-01-14 23:00:00,2020-01-14
121.50102,25.03433,600280A,康定路,1.0,40.0,3.0,28.0,1.0,40.0,32.0,4.0,2020-01-14 22:28:00,2020-01-14
121.5511,25.11591,600067A,仰德大道三段,0.0,0.0,1.0,56.0,0.0,0.0,56.0,0.0,2020-01-14 06:22:00,2020-01-14
121.5071,25.08271,600610A,環河北路三段,0.0,0.0,13.0,49.0,0.0,0.0,49.0,16.0,2020-01-14 11:18:00,2020-01-14
121.55762,25.0465,600084A,光復南路,1.0,48.0,8.0,60.0,0.0,0.0,59.0,5.0,2020-01-14 11:39:00,2020-01-14
121.53797,25.0236,200040,建國南北快速道路,1.0,19.0,4.0,22.0,0.0,0.0,22.0,11.0,2020-01-14 09:42:00,2020-01-14
121.516,25.06241,600535A,民權西路,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 04:25:00,2020-01-14
121.6194,25.06115,200090,環東大道,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-14 05:45:00,2020-01-14
